method,declared_path,router_symbol,backend_module,command_center_mapping,authorization_evidence,test_evidence
GET,/subscriptions,router,modules/billing/routers/activations.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/grants,router,modules/billing/routers/activations.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/grants/{grant_id}/consumptions,router,modules/billing/routers/activations.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/usage,router,modules/billing/routers/billing.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/plan,router,modules/billing/routers/billing.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/superadmin/commercial/plans,router,modules/billing/routers/billing.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/superadmin/commercial/subscriptions,router,modules/billing/routers/billing.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/superadmin/commercial/subscriptions/expiring-trials,router,modules/billing/routers/billing.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/superadmin/commercial/invoices,router,modules/billing/routers/billing.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/superadmin/commercial/revenue/summary,router,modules/billing/routers/billing.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/superadmin/commercial/revenue/mrr-history,router,modules/billing/routers/billing.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/superadmin/commercial/revenue/by-plan,router,modules/billing/routers/billing.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/,router,modules/blueprints/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/,router,modules/blueprints/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/{id}/install,router,modules/blueprints/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/categories,router,modules/commercial/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/services,router,modules/commercial/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/services,router,modules/commercial/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/services/{id}/clone,router,modules/commercial/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/services/{id},router,modules/commercial/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/packages,router,modules/commercial/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/packages,router,modules/commercial/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/superadmin/catalog/staff,router,modules/commercial/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/superadmin/catalog/staff,router,modules/commercial/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PATCH,/superadmin/catalog/staff/{role_id},router,modules/commercial/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/superadmin/catalog/staff/import,router,modules/commercial/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/,router,modules/deployment_management/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/,router,modules/deployment_management/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/{id},router,modules/deployment_management/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/{id}/complete,router,modules/deployment_management/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/{id}/checklists,router,modules/deployment_management/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PATCH,/checklists/{checklist_id},router,modules/deployment_management/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/projects/{project_id}/readiness,router,modules/deployment_management/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/projects/{project_id}/risks,router,modules/deployment_management/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/projects/{project_id}/risks,router,modules/deployment_management/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PATCH,/risks/{risk_id},router,modules/deployment_management/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/service-identity,router,modules/developer/routers/developer.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/api-keys,router,modules/developer/routers/developer.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/api-keys,router,modules/developer/routers/developer.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/api-keys/{key_id},router,modules/developer/routers/developer.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/oauth/clients,router,modules/developer/routers/developer.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/oauth/clients,router,modules/developer/routers/developer.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/oauth/clients/{client_id},router,modules/developer/routers/developer.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/oauth/authorize,router,modules/developer/routers/developer.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/oauth/token,router,modules/developer/routers/developer.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/upload,router,modules/files/routers/files.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/,router,modules/files/routers/files.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/{asset_id},router,modules/files/routers/files.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/{asset_id}/download,router,modules/files/routers/files.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/{asset_id}/tags,router,modules/files/routers/files.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/{asset_id}/tags/{tag},router,modules/files/routers/files.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/{asset_id},router,modules/files/routers/files.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/login,router,modules/identity/routers/auth.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/refresh,router,modules/identity/routers/auth.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/logout,router,modules/identity/routers/auth.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/me,router,modules/identity/routers/auth.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/change-password,router,modules/identity/routers/auth.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/start,router,modules/identity/routers/impersonation.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/superadmin/security/impersonation/logs,router,modules/identity/routers/impersonation.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/superadmin/security/impersonation/{session_id},router,modules/identity/routers/impersonation.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/permissions,router,modules/identity/routers/me.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/,router,modules/identity/routers/users.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/,router,modules/identity/routers/users.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/me,router,modules/identity/routers/users.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PATCH,/me,router,modules/identity/routers/users.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/{user_id},router,modules/identity/routers/users.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PATCH,/{user_id},router,modules/identity/routers/users.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/{user_id},router,modules/identity/routers/users.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/me/mfa/setup,router,modules/identity/routers/users.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/me/mfa/confirm,router,modules/identity/routers/users.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/me/mfa,router,modules/identity/routers/users.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/me/toggle-2fa,router,modules/identity/routers/users.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/assignments,router,modules/identity/routers/users.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PATCH,/assignments/{assignment_id},router,modules/identity/routers/users.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/assignments/{assignment_id},router,modules/identity/routers/users.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/categories,router,modules/inventory/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/hardware,router,modules/inventory/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/hardware,router,modules/inventory/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/allocate,router,modules/inventory/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/return,router,modules/inventory/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/superadmin/catalog/hardware,router,modules/inventory/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/superadmin/catalog/hardware/categories,router,modules/inventory/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/superadmin/catalog/hardware,router,modules/inventory/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PATCH,/superadmin/catalog/hardware/{item_id},router,modules/inventory/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/superadmin/catalog/hardware/import,router,modules/inventory/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/,router,modules/marketplace/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/install,router,modules/marketplace/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/events/{event_id}/announcements,router,modules/notifications/routers/announcements.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/events/{event_id}/announcements,router,modules/notifications/routers/announcements.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/events/{event_id}/announcements/{announcement_id},router,modules/notifications/routers/announcements.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/events/{event_id}/announcements/upload,router,modules/notifications/routers/announcements.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/events/{event_id}/announcements/verify-link,router,modules/notifications/routers/announcements.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/portal/announcements/signed-url,router,modules/notifications/routers/announcements.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/test-template,router,modules/notifications/routers/notifications.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/templates,router,modules/notifications/routers/notifications.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/analytics,router,modules/notifications/routers/notifications.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/logs,router,modules/notifications/routers/notifications.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/logs/download,router,modules/notifications/routers/notifications.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/track-open/{log_id},router,modules/notifications/routers/notifications.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/templates,router,modules/notifications/routers/notifications.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PATCH,/templates/{template_id},router,modules/notifications/routers/notifications.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/templates/{template_id},router,modules/notifications/routers/notifications.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/campaigns,router,modules/notifications/routers/notifications.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/campaigns,router,modules/notifications/routers/notifications.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/campaigns/{campaign_id}/send,router,modules/notifications/routers/notifications.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/campaigns/{campaign_id},router,modules/notifications/routers/notifications.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/recipients,router,modules/notifications/routers/notifications.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/campaigns/send-to-speakers,router,modules/notifications/routers/notifications.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/campaigns/auto-invite,router,modules/notifications/routers/notifications.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/campaigns/{campaign_id}/resend-failed,router,modules/notifications/routers/notifications.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/send-single,email_router,modules/notifications/routers/notifications.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/,router,modules/notifications/routers/webhooks.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/,router,modules/notifications/routers/webhooks.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/{webhook_id},router,modules/notifications/routers/webhooks.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PATCH,/{webhook_id},router,modules/notifications/routers/webhooks.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/{webhook_id},router,modules/notifications/routers/webhooks.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/{webhook_id}/test,router,modules/notifications/routers/webhooks.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/projects,router,modules/operations_planning/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/projects,router,modules/operations_planning/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/projects/{id},router,modules/operations_planning/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PATCH,/projects/{id},router,modules/operations_planning/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/projects/{id}/milestones,router,modules/operations_planning/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/tasks,router,modules/operations_planning/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/tasks,router,modules/operations_planning/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PATCH,/tasks/{id},router,modules/operations_planning/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/,router,modules/platform/departments/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/export,router,modules/platform/departments/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/,router,modules/platform/departments/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/{id},router,modules/platform/departments/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
PATCH,/{id},router,modules/platform/departments/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/{id},router,modules/platform/departments/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/bulk-delete,router,modules/platform/departments/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/{id}/members,router,modules/platform/departments/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/{id}/members,router,modules/platform/departments/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
DELETE,/{id}/members/{user_id},router,modules/platform/departments/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
GET,/platform/permissions,router,modules/platform/permissions/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
POST,/platform/permissions/seed,router,modules/platform/permissions/router.py,REQUIRES_ROUTE_MAPPING,REQUIRES_VERIFICATION,REQUIRES_VERIFICATION
